Filename,Total_TXOP,TXOP_retries,Total_MSDU,Total_MPDU,Total_retry,Total_retry_rate,TXOP_retry_rate,Avg_Backoff,Avg_TXOP,MSDU_per_TXOP,AMPDU_per_TXOP,Most_MSDU_per_TXOP,Most_AMPDU_per_TXOP,House_num,House_type,Location,Distance,Protocol,Traffic,Device,Datarate_avg(Mbps),#DR_R0,#DR_R1,DR_std,Total_data(bytes),R0_Max_MCS,R1_Max_MCS,#frames,sgi,lgi,Throughput_sniffer(Mbps),RSSI_avg(dBm),RSSI_min(dBm),RSSI_max(dBm),RSSI_std,#walls,Captured_datagram,Missed_datagram,#retry0,#retry1,#u_retry1,Transfer(Mbytes),Bitrate(Mbits/sec),Jitter,Total_datagrams,Lost_datagrams,Throughput(iperf),Retry_perc(iperf),Missed_perc(iperf),Ref_RSSI_avg(dBm),Ref_RSSI_min(dBm),Ref_RSSI_std,Ref_RSSI_max(dBm),Ref_#RSSI,#beacons_others,#Int_Devices,Mgnt_overheads,Ctrl Overheads,data0,data1,Unrelated,Other_BSS,Idle,Total_time,Missing_MSDU
mac_5ghz_clean_h11c_l8_udp_ul_redmi_100M,1450,178,22338,4600,386,1.72799713492703,12.2758620689655,164.611034482759,12823.5627586207,15.4055172413793,3.17241379310345,20,4,h11c,Empty,l8,497.169991049339,udp,ul,redmi,28.8384867911583,2,4,0.686146579727336,101637566,3,3,34754,34132,622,27.1033509333333,-71,-71,-71,0,3,67902,275,66639,1263,1152,88.5,24.7,0.352ms,66273,0,23.6,1.87011371712864,0.413235559295546,-69.8907785631881,-69,0.298005299273674,-70,2,0,0,177072,698718,18151650,388644,2273,38,582123,20000518,4813
mac_5ghz_clean_h11c_l9_udp_ul_redmi_100M,1670,1181,5672,4990,1735,30.5888575458392,70.7185628742515,783.316167664671,9892.39101796407,3.39640718562874,2.98802395209581,2,2,h11c,Empty,l9,425.775762579318,udp,ul,redmi,7.08160587772238,2,3,1.85555281941103,25210553,0,0,9804,0,9804,6.72281413333333,-80,-80,-80,0,3,16782,17,10425,6357,4077,13.2,3.69,2.657ms,9899,3,3.52,39.1127791792284,0.171491980227983,-79.747064664227,-78,0.532896991524823,-81,4,0,0,181428,430912,11128418,4738439,6792,404,3515685,20002078,7656
mac_5ghz_clean_h13b_l1_udp_ul_redmi_100M,1452,78,68644,4507,273,0.397704096497873,5.37190082644628,61.236914600551,13041.8815426997,47.2754820936639,3.10399449035813,59,4,h13b,Empty,l1,246.416314394969,udp,ul,redmi,86.6384725907682,2,2,0.781539397222047,311525389,8,8,105949,105662,287,83.0734370666667,-53,-53,-53,0,2,208166,764,207379,787,787,276,77.2,0.212ms,206781,0,73.6,0.37915285593155,0.368112939362548,-52.9953938419861,-52,0.0639308034572365,-53,2,0,0,180048,666364,18806922,86671,1700,0,258511,20000216,3360
mac_5ghz_clean_h13b_l2_udp_ul_redmi_100M,1429,1,68481,4494,1,0.0014602590499554,0.0699790062981106,63.0097970608817,13206.7773109244,47.9223233030091,3.14485654303709,59,4,h13b,Empty,l2,422.461832595561,udp,ul,redmi,86.6667,1,1,0,311569872,8,8,106108,106108,0,83.0852992,-46.3,-46,-47,0.466091599699399,1,208193,837,208181,12,12,277,77.5,0.168ms,207687,0,73.8666666666667,0.0057775916109369,0.401392645450883,-47.9434525670161,-47,0.219361536139047,-48,2,0,0,181164,666308,18898520,306,0,0,253803,20000101,252
mac_5ghz_clean_h14b_l1_udp_ul_redmi_100M,1451,101,22519,4534,279,1.23895377237,6.96071674707099,154.082701585114,12767.5203308063,15.5196416264645,3.12474155754652,20,4,h14b,Empty,l1,582.343541219442,udp,ul,redmi,28.8877144071523,4,5,0.679662978326512,101957752,3,3,35038,34535,503,27.1887338666667,-74,-74,-74,0,3,68115,237,67198,917,879,89.2,24.9,0.912ms,66806,0,23.7866666666667,1.35404515452653,0.353504467282192,-70.0024411808523,-70,0.0522350721464213,-71,2,0,0,177444,692016,18263965,290036,2684,3158,570153,19999456,87
mac_5ghz_clean_h14b_l2_udp_ul_redmi_100M,1908,1016,10154,4253,2194,21.6072483750246,53.2494758909853,305.887316561845,9485.61929732564,5.32180293501048,2.229035639413,3,1,h14b,Empty,l2,448.829589042434,udp,ul,redmi,14.4517012151537,4,4,0.219928130379504,46345541,1,1,16157,13721,2436,12.3588109333333,-80.6666666666667,-78,-83,2.53708131702462,3,30953,254,23709,7244,5025,31.3,8.74,1.646ms,23416,0,8.34666666666667,23.6268754076973,1.0730882974229,-75.8537947960526,-75,0.33897570887229,-76,2,26,1,179675,657384,12842573,5057921,2888,44,1260267,20000752,109
mac_5ghz_clean_h14b_l3_udp_ul_redmi_100M,1435,16,57480,4173,181,0.314892136395268,1.11498257839721,71.8947735191638,13137.6459930314,40.0557491289199,2.90801393728223,49,3,h14b,Empty,l3,283.351371974797,udp,ul,redmi,72.2204332268733,4,3,0.25675821560021,259693792,7,7,88759,88288,471,69.2516778666667,-59,-59,-59,0,1,173516,772,172999,517,400,231,64.6,0.301ms,173044,0,61.6,0.297877979500003,0.444147834491646,-63.0949903508352,-63,0.307009478244457,-64,2,0,0,180792,643949,18862453,60481,168,0,252209,20000052,248
mac_5ghz_clean_h14b_l4_udp_ul_redmi_100M,1432,137,16461,3839,332,2.01688840289168,9.56703910614525,212.416201117318,12541.342877095,11.4951117318436,2.68086592178771,15,3,h14b,Empty,l4,473.688716352839,udp,ul,redmi,21.6650593615495,3,5,0.111950433384296,75048205,2,2,26078,25822,256,20.0128546666667,-76.2,-76,-77,0.406838102172486,2,50125,239,49108,1017,895,65.1,18.2,1.083ms,48781,0,17.36,2.04225069279891,0.487556099551204,-81.9038558364418,-81,0.451721995280875,-83,3,0,0,181164,667097,17757422,443882,3740,176,947126,20000607,82
mac_5ghz_clean_h14b_l5_udp_ul_redmi_100M,1395,553,40597,3708,2753,6.78128925782693,39.6415770609319,88.415770609319,12437.964874552,29.1017921146953,2.65806451612903,39,3,h14b,Empty,l5,692.665142763803,udp,ul,redmi,57.3354172518313,5,7,2.51905988300235,190406597,5,5,64121,59321,4800,50.7750925333333,-66,-66,-66,0,2,127251,435,118235,9016,8350,158,44.1,0.317ms,118016,0,42.1333333333333,7.09742427104981,0.367240462300867,-59,-59,0,-59,1,0,0,182304,578068,15809365,1462999,7240,0,1960475,20000451,183
mac_5ghz_clean_h8b_l1_udp_ul_redmi_100M,1465,342,50465,4725,1206,2.38977509164768,23.3447098976109,75.8109215017065,12910.9918088737,34.4470989761092,3.22525597269625,44,4,h8b,Empty,l1,396.561470644842,udp,ul,redmi,62.9262731469566,5,7,3.84505667091152,223807504,6,6,76078,71066,5012,59.6820010666667,-62,-62,-62,0,1,149554,531,146434,3120,2830,195,54.5,0.552ms,145955,0,52,2.09290625524065,0.362491978755649,-62,-62,0,-62,1,0,0,180048,675252,18210374,656991,336,0,277082,20000083,4273
mac_5ghz_clean_h11b_l4_udp_ul_redmi_100M,1590,755,35439,4652,4335,12.232286464065,47.4842767295598,123.252201257862,11835.8182389937,22.288679245283,2.92578616352201,29,4,h11b,Empty,l4,155.621335298217,udp,ul,redmi,44.6924873254809,4,5,3.7308001214158,157316451,4,4,53683,35882,17801,41.9510536,-66,-66,-66,0,3,105107,280,95024,10083,8911,126,35.2,0.390ms,94407,0,33.6,9.64972724662647,0.295711132468026,-79.6875657135984,-78,0.63496067962648,-81,4,559,2,178188,668312,16128709,2538242,372,44,486456,20000323,3601
mac_5ghz_clean_h8b_l2_udp_ul_redmi_100M,1423,52,67932,4442,152,0.223753164929635,3.65425158116655,67.463106113844,13199.6549543219,47.7385804638089,3.12157413914266,59,4,h8b,Empty,l2,139.713993572584,udp,ul,redmi,86.6256201807892,2,2,0.942541815654455,310136617,8,7,105219,104817,402,82.7030978666667,-56,-56,-56,0,0,207250,840,206469,781,781,276,77.1,0.238ms,206393,0,73.6,0.376977806095359,0.40534084822398,-71.0355321346497,-71,0.195192188066134,-72,2,0,0,181164,665148,18818294,55813,3060,0,276744,20000223,1255
mac_5ghz_clean_sd_c1_l19x1_udp_dl_samsung_100M,2993,1163,70812,23621,3441,4.85934587358075,38.8573337788172,77.3324423655195,6093.43534914801,23.6592048112262,7.89208152355496,36,12,sd_c1,Empty,l19x1,750,udp,dl,samsung,54.4246929014023,3,2,3.1740133677285,168231312,5,6,110388,0,110388,44.8616832,-75.7333333333333,-75,-76,0.449776445108804,2,110388,162711,104932,5456,4933,141,39.3,0.489ms,267844,162570,37.6,4.92730064119931,60.7164580107096,-70.9760928961749,-70,0.181441127321259,-72,3,0,0,189228,1688466,15743187,831541,11732,3872,1532002,20000028,9478
mac_5ghz_clean_sd_c1_l19x1_udp_ul_samsung_100M,3917,223,30199,3921,931,3.08288353919004,5.69313249936176,136.032678069952,4658.92851672198,7.709726831759,1.00102118968598,8,1,sd_c1,Empty,l19x1,750,udp,ul,samsung,39.1766924627691,2,2,1.50526771934914,137613701,4,4,46131,0,46131,36.6969869333333,-75.7333333333333,-75,-76,0.449776445108804,2,91978,406,88715,3263,3181,119,33.2,0.244ms,88967,0,31.7333333333333,3.53789439444866,0.454275899880277,-70.9760928961749,-70,0.181441127321259,-72,3,0,0,186708,662765,17798518,629162,11064,0,712138,20000355,2825
mac_5ghz_clean_sd_c1_l19x2_udp_dl_samsung_100M,2787,900,66071,22051,2681,4.05775605030952,32.2927879440258,76.1248654467169,6335.97559224695,23.7068532472192,7.91209185504126,36,12,sd_c1,Empty,l19x2,750,udp,dl,samsung,53.1131371952957,3,2,2.46541140278975,160425384,5,5,105266,0,105266,42.7801024,-75.7333333333333,-75,-76,0.449776445108804,2,105266,166306,101203,4063,3702,136,38,0.455ms,267843,166215,36.2666666666667,3.84422514689046,62.0697634492076,-70.9760928961749,-70,0.181441127321259,-72,3,0,0,190104,1579407,15149817,680827,12736,544,2386545,19999980,2719
mac_5ghz_clean_sd_c1_l19x2_udp_ul_samsung_100M,3907,234,30179,3912,887,2.93912985851088,5.98925006398771,137.388789352444,4671.28359355004,7.7243409265421,1.00127975428718,8,1,sd_c1,Empty,l19x2,750,udp,ul,samsung,39.1570920293314,2,2,1.4204091826769,137690205,4,4,46094,0,46094,36.717388,-75.7333333333333,-75,-76,0.449776445108804,2,92036,364,88785,3251,3147,119,33.2,0.225ms,89018,0,31.7333333333333,3.52339355579881,0.407240831487324,-70.9760928961749,-70,0.181441127321259,-72,3,0,0,186840,663094,17822977,606103,10584,0,710727,20000325,2176
mac_5ghz_clean_sd_c1_l19x3_udp_dl_samsung_100M,2897,695,72247,24094,1966,2.72122025828062,23.9903348291336,72.5685191577494,6437.80945806006,24.9385571280635,8.31687953054884,36,12,sd_c1,Empty,l19x3,750,udp,dl,samsung,52.4841606489818,3,2,1.71353121943482,164192712,5,5,107738,0,107738,43.7847232,-75.7333333333333,-75,-76,0.449776445108804,2,107738,162944,104729,3009,2877,140,39.2,0.551ms,267844,162792,37.3333333333333,2.7845383625915,60.800907476231,-70.9760928961749,-70,0.181441127321259,-72,3,0,0,189595,1681198,16809892,481313,11504,0,826700,20000202,4234
mac_5ghz_clean_sd_c1_l19x3_udp_ul_samsung_100M,3588,319,27625,3590,1560,5.64705882352941,8.8907469342252,199.250836120401,4656.92500696961,7.69927536231884,1.00055741360089,8,1,sd_c1,Empty,l19x3,750,udp,ul,samsung,39.1685522179131,2,2,1.47065244528431,130166681,4,4,43577,0,43577,34.7111149333333,-75.7333333333333,-75,-76,0.449776445108804,2,87007,352,82146,4861,4679,112,31.4,0.437ms,83989,0,29.8666666666667,5.47101857062465,0.417353363132996,-70.9760928961749,-70,0.181441127321259,-72,3,0,0,186708,614517,15769057,1119789,12144,0,2297945,20000160,2822
mac_5ghz_clean_se_c1_l1x3_udp_dl_samsung_100M,4726,782,112201,28068,3007,2.68001176460103,16.5467625899281,81.136690647482,3889.86838764283,23.7412187896741,5.93906051629285,4,1,se_c1,Empty,l1x3,150,udp,dl,samsung,86.6660980622309,2,2,0.0722252166964448,263310624,8,8,172776,172764,12,70.2161664,-41.7666666666667,-41,-43,0.727932041794606,0,172776,99464,168289,4487,4402,230,64.3,0.174ms,267849,95809,61.3333333333333,2.54182079795159,36.6344510578113,-34.0081967213115,-34,0.090194743904124,-35,2,0,0,180420,1932548,16198524,448966,0,584,1238983,20000025,10798
mac_5ghz_clean_se_c1_l20x1_udp_dl_samsung_100M,3549,33,105222,26304,70,0.0665260116705632,0.929839391377853,70.5641025641026,4792.09861932939,29.6483516483516,7.4116652578191,48,12,se_c1,Empty,l20x1,848.528137423857,udp,dl,samsung,86.6667,1,1,0,271649952,8,8,178248,178248,0,72.4399872,-61.4,-60,-63,1.03723771092528,2,178248,89683,81,81,81,238,66.6,0.168ms,267850,89564,63.4666666666667,0.0454119876434542,33.4676772313215,-66,-66,0,-66,1,0,0,183552,2020765,17183381,11098,176,1952,599113,20000037,84
mac_5ghz_clean_se_c1_l20x1_udp_ul_samsung_100M,4101,1273,58296,4434,9001,15.4401674214354,31.041209461107,139.526700804682,4422.33235796147,14.2150694952451,1.08119970738844,16,1,se_c1,Empty,l20x1,848.528137423857,udp,ul,samsung,76.3732545019331,4,4,8.43240941890043,262608645,7,8,87940,64807,23133,70.028972,-61.4,-60,-63,1.03723771092528,2,175534,508,25165,25165,18205,201,56.1,0.197ms,150644,244,53.6,14.3337225529006,0.336628939486309,-66,-66,0,-66,1,0,0,180402,693116,15600753,2678136,1700,0,846010,20000117,4465
mac_5ghz_clean_se_c1_l20x2_udp_dl_samsung_100M,3559,8,105076,26267,15,0.0142753816285355,0.224782242202866,68.4650182635572,4771.45153132903,29.5240236021354,7.38044394492835,48,12,se_c1,Empty,l20x2,848.528137423857,udp,dl,samsung,86.6667,1,1,0,271808448,8,8,178352,178352,0,72.4822528,-61.4,-60,-63,1.03723771092528,2,178352,89540,41,41,41,238,66.6,0.158ms,267849,89466,63.4666666666667,0.0229789714388198,33.4200497904249,-66,-66,0,-66,1,0,0,184047,2022230,17204487,3393,220,2232,583470,20000079,80
mac_5ghz_clean_se_c1_l20x2_udp_ul_samsung_100M,4125,1019,57339,4467,6818,11.8906852229721,24.7030303030303,138.336,4422.20848484848,13.9003636363636,1.08290909090909,16,1,se_c1,Empty,l20x2,848.528137423857,udp,ul,samsung,75.3146095384439,4,4,7.92623729058833,259463533,7,8,86880,65616,21264,69.1902754666667,-61.4,-60,-63,1.03723771092528,2,173432,584,21553,21553,14693,203,56.7,0.314ms,152138,204,54.1333333333333,12.4234092468024,0.382905624254186,-66,-66,0,-66,1,0,0,180418,703076,16331687,2018199,2036,0,764593,20000009,6086
mac_5ghz_clean_se_c1_l20x3_udp_dl_samsung_100M,3556,15,105277,26317,21,0.019947376919935,0.421822272215973,71.1768841394826,4784.82170978628,29.605455568054,7.40073115860518,48,12,se_c1,Empty,l20x3,848.528137423857,udp,dl,samsung,86.6667,1,1,0,271729200,8,8,178300,178300,0,72.46112,-61.4,-60,-63,1.03723771092528,2,178300,89596,46,46,46,238,66.6,0.203ms,267847,89502,63.4666666666667,0.0257860542291931,33.4387047894872,-66,-66,0,-66,1,0,0,182172,2021622,17196713,4778,88,1116,593610,20000099,76
mac_5ghz_clean_se_c1_l20x3_udp_ul_samsung_100M,4222,1093,58192,4543,7664,13.1701952158372,25.8882046423496,145.729275225012,4291.19142383321,13.7830412126954,1.07603031738513,16,1,se_c1,Empty,l20x3,848.528137423857,udp,ul,samsung,75.0861771302251,4,4,7.53912110672069,257689661,7,8,87080,68445,18635,68.7172429333333,-61.4,-60,-63,1.03723771092528,2,172216,550,19616,19616,13314,204,57,0.405ms,152791,85,54.4,11.3833404904771,0.358876650832594,-66,-66,0,-66,1,0,0,180420,709395,15931856,2244596,2380,0,931655,20000302,4929
mac_5ghz_clean_se_c1_l2x1_udp_dl_samsung_100M,3567,24,104595,26165,60,0.0573641187437258,0.672834314550042,70.2963274460331,4738.45808802916,29.322960470984,7.33529576675077,48,12,se_c1,Empty,l2x1,300,udp,dl,samsung,86.6667,1,1,0,271701768,8,8,178282,178282,0,72.4538048,-38.9666666666667,-38,-40,0.889917986664224,0,178282,89661,178189,93,93,177,49.4,0.242ms,267850,135481,47.2,0.0702088146034334,40.3823807593568,-36.9883879781421,-36,0.107168221831935,-37,2,458,2,183180,2024493,17190967,10601,384,0,590458,20000083,76
mac_5ghz_clean_se_c1_l1x2_udp_dl_samsung_100M,5036,820,111358,27882,3174,2.85026670737621,16.2827640984909,81.8826449563145,3655.94122319301,22.1123907863384,5.53653693407466,4,1,se_c1,Empty,l1x2,150,udp,dl,samsung,86.6662951440834,2,2,0.0592336167384759,260992284,8,8,171255,171247,8,69.5979424,-41.7666666666667,-41,-43,0.727932041794606,0,171253,101326,166369,4884,4810,229,64.1,0.250ms,267850,96229,61.0666666666667,2.76706042321747,37.1229579368888,-34.0081967213115,-34,0.090194743904124,-35,2,0,0,181296,1901454,16009265,477572,44,272,1430148,20000051,2676
mac_5ghz_clean_se_c1_l2x2_udp_dl_samsung_100M,3559,19,104801,26212,42,0.0400759534737264,0.533857825231807,70.5583028940714,4760.73102866779,29.4467547063782,7.3649901657769,48,12,se_c1,Empty,l2x2,300,udp,dl,samsung,86.6667,1,1,0,271777968,8,8,178332,178332,0,72.4741248,-38.9666666666667,-38,-40,0.889917986664224,0,178332,89587,178260,72,72,177,49.4,0.260ms,267844,135567,47.2,0.0544016199593499,40.3792413370353,-36.9883879781421,-36,0.107168221831935,-37,2,458,2,183552,2023807,17200946,7100,0,280,584305,19999990,80
mac_5ghz_clean_se_c1_l19x1_udp_dl_samsung_100M,2871,703,71671,23899,1947,2.7165799277253,24.486241727621,81.6907001044932,6066.29895470383,24.9637756879136,8.32427725531174,3,1,se_c1,Empty,l19x1,750,udp,dl,samsung,58.5582403413131,3,2,0.653738570614136,173603412,6,6,113913,60,113853,46.2942432,-76.4,-76,-77,0.49827287912244,2,113913,156858,110643,3270,3227,148,41.5,0.305ms,267837,156728,39.4666666666667,2.85891640948076,58.5363123071125,-70.9760928961749,-70,0.181441127321259,-72,3,0,0,189088,1736863,15167307,474515,11580,0,2420821,20000174,4502
mac_5ghz_clean_se_c1_l19x1_udp_ul_samsung_100M,3950,306,33765,4018,1276,3.77906115800385,7.74683544303798,113.694683544304,4641.71924050633,8.54810126582279,1.01721518987342,9,1,se_c1,Empty,l19x1,750,udp,ul,samsung,43.4814170071741,3,3,1.48753400798674,153324128,4,4,51296,51236,60,40.8864341333333,-76.4,-76,-77,0.49827287912244,2,102471,430,98249,4222,3996,132,36.8,0.381ms,98621,0,35.2,4.10528669914335,0.434119796872318,-70.9760928961749,-70,0.181441127321259,-72,3,0,0,182988,673087,17736243,769487,10052,60,628401,20000318,5297
mac_5ghz_clean_se_c1_l19x2_udp_dl_samsung_100M,2923,740,73109,24376,2046,2.79856105267477,25.3164556962025,79.0424221690045,6208.23263770099,25.0116318850496,8.33937735203558,3,1,se_c1,Empty,l19x2,750,udp,dl,samsung,58.5508173418621,3,2,0.57441930953556,173685708,6,6,113967,0,113967,46.3161888,-76.4,-76,-77,0.49827287912244,2,113967,156811,110698,3269,3197,148,41.5,0.304ms,267845,156646,39.4666666666667,2.85581996715239,58.5093839782098,-70.9760928961749,-70,0.181441127321259,-72,3,0,0,189600,1764259,15455093,472839,12472,0,2105768,20000031,372
mac_5ghz_clean_se_c1_l19x2_udp_ul_samsung_100M,3921,323,33762,3976,1270,3.7616254961199,8.23769446569753,111.923233868911,4680.95485845448,8.61055853098699,1.01402703391992,9,1,se_c1,Empty,l19x2,750,udp,ul,samsung,43.4833012251566,2,2,1.46432032970689,153562791,4,4,51422,51422,0,40.9500776,-76.4,-76,-77,0.49827287912244,2,102627,399,98613,4014,3888,132,36.9,0.381ms,98834,0,35.2,3.9028469197262,0.402083984158496,-70.9760928961749,-70,0.181441127321259,-72,3,0,0,184104,670508,17771065,758692,10492,0,605099,19999960,1739
mac_5ghz_clean_se_c1_l19x3_udp_dl_samsung_100M,3130,815,78500,26168,2113,2.69171974522293,26.038338658147,75.6993610223642,5969.77852348993,25.0798722044728,8.36038338658147,36,1,se_c1,Empty,l19x3,750,udp,dl,samsung,58.5487398795931,2,2,0.56074615696148,183527700,6,6,120425,0,120425,48.94072,-76.4,-76,-77,0.49827287912244,2,120425,150687,117097,3328,3254,157,43.8,0.599ms,267844,150502,41.8666666666667,2.7579348636778,56.2204089855949,-70.9760928961749,-70,0.181441127321259,-72,3,0,0,189600,1882377,16545771,475485,11392,0,895420,20000045,159
mac_5ghz_clean_se_c1_l19x3_udp_ul_samsung_100M,3612,348,30949,3663,1785,5.76755307118162,9.63455149501661,154.700166112957,4653.86544850498,8.56838316722038,1.0141196013289,9,1,se_c1,Empty,l19x3,750,udp,ul,samsung,43.4959652975933,2,2,1.52420691548906,144936330,4,4,48573,48573,0,38.649688,-76.4,-76,-77,0.49827287912244,2,96857,364,91246,5611,5411,125,34.9,0.194ms,93400,0,33.3333333333333,5.66704709577724,0.388208694168337,-70.9760928961749,-70,0.181441127321259,-72,3,0,0,184608,623134,15835219,1141841,12004,0,2203315,20000121,3355
mac_5ghz_clean_se_c1_l1x1_udp_dl_samsung_100M,4919,1118,112480,28133,4427,3.93581081081081,22.728196787965,84.3545436064241,3718.89365595771,22.8664362675341,5.71925188046351,4,1,se_c1,Empty,l1x1,150,udp,dl,samsung,86.6642505935078,3,3,0.150553985251441,264225024,8,8,173376,173332,44,70.4600064,-41.7666666666667,-41,-43,0.727932041794606,0,173376,100912,166794,6582,6421,227,63.4,0.128ms,267851,98152,60.5333333333333,3.73381135800228,37.290427957474,-34.0081967213115,-34,0.090194743904124,-35,2,0,0,182676,1978170,16078586,663357,132,1660,1095538,20000119,13930
mac_5ghz_clean_se_c1_l2x3_udp_dl_samsung_100M,3576,19,104478,26136,44,0.0421141292903769,0.531319910514541,71.8668903803132,4720.5548098434,29.2164429530201,7.30872483221477,48,12,se_c1,Empty,l2x3,300,udp,dl,samsung,86.6667,1,1,1.42108945815406E-14,271625568,8,8,178232,178232,0,72.4334848,-38.9666666666667,-38,-40,0.889917986664224,0,178232,89699,178150,82,82,177,49.4,0.305ms,267847,135559,47.2,0.0619475712019339,40.4073211494367,-36.9883879781421,-36,0.107168221831935,-37,2,458,2,183552,2023054,17190132,8455,0,0,594825,20000018,1850
mac_5ghz_clean_se_c1_l21x2_udp_ul_samsung_100M,4152,1517,38068,4400,8268,21.7190291058107,36.5366088631985,142.680876685935,4312.1905105973,9.16859344894027,1.0597302504817,11,1,c1,Empty,l21,807.774721070176,udp,ul,samsung,50.6908770997951,9,9,8.07532236818074,163130961,4,5,54672,31862,22810,43.5015896,-69.2666666666667,-69,-70,0.449776445108804,3,109039,353,85473,23566,16089,118,33,1.028ms,88571,50,31.4666666666667,21.0247397111173,0.397191529581205,-71.1598360655738,-69,0.539992127139223,-73,5,0,0,186840,678918,14398214,3680489,10360,960,1018215,19973996,9716
mac_5ghz_clean_se_c1_l18x1_udp_dl_samsung_100M,3654,267,92845,30552,1024,1.10291345791373,7.30706075533662,71.0197044334975,5006.66520667944,25.4091406677614,8.36124794745484,36,12,c1,Empty,l18,670.820393249937,udp,dl,samsung,72.6512410115607,3,3,2.1979498980509,221467680,7,8,145320,141889,3431,59.058048,-68.5666666666667,-68,-69,0.504006932993731,3,145320,123955,143855,1465,1285,192,53.8,0.152ms,267848,123930,51.2,1.00768315415145,46.273793924733,-66.323087431694,-66,0.467815595997327,-67,2,0,0,189468,2089271,16584945,192658,11360,0,932431,20000133,88
mac_5ghz_clean_se_c1_l18x1_udp_ul_samsung_100M,3625,1242,47579,3758,8001,16.8162424599088,34.2620689655172,225.253793103448,4460.87058498896,13.1252413793103,1.03668965517241,16,1,c1,Empty,l18,670.820393249937,udp,ul,samsung,69.1363931258282,5,5,4.79524727889872,220681924,7,7,73958,65788,8170,58.8485130666667,-68.5666666666667,-68,-69,0.504006932993731,3,147507,3356,122179,25328,21208,172,48.1,0.094ms,128929,116,45.8666666666667,16.4317086304098,2.53917333111395,-66.323087431694,-66,0.467815595997327,-67,2,0,0,187212,606758,13452954,2875052,11616,6720,2859811,20000123,3447
mac_5ghz_clean_se_c1_l18x2_udp_dl_samsung_100M,3337,293,85034,27894,1188,1.39708822353412,8.78034162421337,70.8714414144441,5081.75067425832,25.4821696134252,8.35900509439616,36,12,c1,Empty,l18,670.820393249937,udp,dl,samsung,72.7625912448462,3,3,2.51586204088559,209578956,7,7,137519,134267,3252,55.8877216,-68.5666666666667,-68,-69,0.504006932993731,3,137519,131789,135698,1821,1646,192,53.8,0.152ms,267848,123930,51.2,1.24949395837765,47.8003822898947,-66.323087431694,-66,0.467815595997327,-67,2,0,0,189468,1920388,15134906,267704,11536,0,2476009,20000011,427
mac_5ghz_clean_se_c1_l18x2_udp_ul_samsung_100M,3789,1481,47433,4029,9345,19.7014736575802,39.0868302982317,182.444180522565,4350.10899973608,12.5186064924782,1.06334125098971,16,1,c1,Empty,l18,670.820393249937,udp,ul,samsung,68.233985540742,6,6,5.45774450138822,214278594,7,7,71781,59177,12604,57.1409584,-68.5666666666667,-68,-69,0.504006932993731,3,143228,4882,114980,28248,23108,172,48.1,0.094ms,128929,116,45.8666666666667,17.9853687420811,3.65159504843113,-66.323087431694,-66,0.467815595997327,-67,2,0,0,187956,631670,13260074,3367822,12004,5280,2535479,20000285,10829
mac_5ghz_clean_se_c1_l18x3_udp_dl_samsung_100M,3484,215,87778,29112,695,0.791770147417348,6.17106773823192,70.3111366245695,5030.01607347876,25.1946039035591,8.35591274397245,36,12,c1,Empty,l18,670.820393249937,udp,dl,samsung,72.3898768074116,3,3,1.2441985688236,208585308,7,7,136867,134555,2312,55.6227488,-68.5666666666667,-68,-69,0.504006932993731,3,136867,132005,135493,1374,1247,192,53.8,0.152ms,267848,123930,51.2,0.945681799410842,47.8412455648859,-66.323087431694,-66,0.467815595997327,-67,2,0,0,187212,1988638,15794386,156832,10484,0,1862570,20000122,239
mac_5ghz_clean_se_c1_l18x3_udp_ul_samsung_100M,3896,1051,49202,4080,8123,16.509491484086,26.976386036961,162.177874743327,4553.32417864477,12.6288501026694,1.04722792607803,14,1,c1,Empty,l18,670.820393249937,udp,ul,samsung,65.6905526506558,6,6,4.16822961641081,222398581,6,6,74491,63766,10725,59.3062882666667,-68.5666666666667,-68,-69,0.504006932993731,3,148656,3638,124506,24150,19964,172,48.1,0.094ms,128929,116,45.8666666666667,15.7881317704281,2.74667612928555,-66.323087431694,-66,0.467815595997327,-67,2,0,0,186204,648983,14958402,2936295,9420,480,1260251,20000035,5423
mac_5ghz_clean_se_c1_l21x1_udp_dl_samsung_100M,3637,2124,113828,28613,6324,5.55575078188144,58.3997800384933,81.7924113280176,5147.71589658966,31.2972229859775,7.86719824030795,48,12,c1,Empty,l21,807.774721070176,udp,dl,samsung,86.3196222383537,6,6,2.03340949555657,264525148,8,8,173574,170852,2722,70.5400394666667,-69.2666666666667,-69,-70,0.449776445108804,3,173563,104177,163625,9938,9020,219,61.1,0.309ms,267850,104077,58.4,5.72099636752998,38.8792685202463,-71.1598360655738,-69,0.539992127139223,-73,5,0,0,189600,2010062,15777243,1035049,11392,0,976660,20000006,4205
mac_5ghz_clean_se_c1_l21x1_udp_ul_samsung_100M,3827,1483,36020,4043,8299,23.0399777901166,38.7509798798014,181.706297360857,4354.94094591063,9.41207211915338,1.05644107656128,12,1,c1,Empty,l21,807.774721070176,udp,ul,samsung,52.7047211170539,7,7,7.79844272490675,170060966,5,5,57025,34014,23011,45.3495909333333,-69.2666666666667,-69,-70,0.449776445108804,3,113669,342,86717,26952,18774,118,33,1.028ms,88571,50,31.4666666666667,23.3405211607908,0.384862091084028,-71.1598360655738,-69,0.539992127139223,-73,5,0,0,186840,633436,13080018,3738951,11664,4800,2344637,20000346,3594
