Filename,Total_TXOP,TXOP_retries,Total_MSDU,Total_MPDU,Total_retry,Total_retry_rate,TXOP_retry_rate,Avg_Backoff,Avg_TXOP,MSDU_per_TXOP,AMPDU_per_TXOP,Most_MSDU_per_TXOP,Most_AMPDU_per_TXOP,House_num,House_type,Location,Distance,Protocol,Traffic,Device,Datarate_avg(Mbps),#DR_R0,#DR_R1,DR_std,Total_data(bytes),R0_Max_MCS,R1_Max_MCS,#frames,sgi,lgi,Throughput_sniffer(Mbps),RSSI_avg(dBm),RSSI_min(dBm),RSSI_max(dBm),RSSI_std,#walls,Captured_datagram,Missed_datagram,#retry0,#retry1,#u_retry1,Transfer(Mbytes),Bitrate(Mbits/sec),Jitter,Total_datagrams,Lost_datagrams,Throughput(iperf),Retry_perc(iperf),Missed_perc(iperf),Ref_RSSI_avg(dBm),Ref_RSSI_min(dBm),Ref_RSSI_std,Ref_RSSI_max(dBm),Ref_#RSSI,#beacons_others,#Int_Devices,Mgnt_overheads,Ctrl Overheads,data0,data1,Unrelated,Other_BSS,Idle,Total_time,Missing_MSDU
mac_5ghz_clean_se_c1_l21x2_udp_dl_samsung_100M,3616,2095,113178,28639,6277,5.54613087349131,57.9369469026549,81.6606747787611,5152.4561549101,31.2992256637168,7.92007743362832,48,12,c1,Empty,l21,807.774721070176,udp,dl,samsung,85.3348411393662,3,3,4.04000500169042,260936232,8,8,171218,167311,3907,69.5829952,-69.2666666666667,-69,-70,0.449776445108804,3,171218,106643,161153,10065,9127,219,61.1,0.309ms,267850,104077,58.4,5.78987333034204,39.4366457606059,-71.1598360655738,-69,0.539992127139223,-73,5,0,0,189096,2013421,15771507,1034037,11020,0,981182,20000263,4187
mac_5ghz_clean_se_c1_l21x3_udp_dl_samsung_100M,3311,1984,103017,26035,6368,6.18150402360775,59.9214738749622,85.9876170341287,5317.190576865,31.1135608577469,7.86318332829961,4,12,c1,Empty,l21,807.774721070176,udp,dl,samsung,86.182032664926,3,3,2.42663962105903,249817128,8,8,163922,161050,2872,66.6179008,-69.2666666666667,-69,-70,0.449776445108804,3,163922,113408,154020,9902,9065,219,61.1,0.309ms,267850,104077,58.4,5.70145386497769,40.9147813161797,-71.1598360655738,-69,0.539992127139223,-73,5,0,0,189096,1856176,14380796,1082070,12100,0,2479895,20000133,12749
mac_5ghz_clean_se_c1_l21x3_udp_ul_samsung_100M,4107,894,36122,4267,4791,13.2633851946182,21.7677136596056,132.082785488191,4440.00900900901,8.79522766009253,1.03895787679571,9,1,c1,Empty,l21,807.774721070176,udp,ul,samsung,47.2735823897634,7,7,7.33403866587499,162095129,4,5,54315,42589,11726,43.2253677333333,-69.2666666666667,-69,-70,0.449776445108804,3,108347,408,94725,13622,9255,118,33,1.028ms,88571,50,31.4666666666667,13.3362051241886,0.458792969672435,-71.1598360655738,-69,0.539992127139223,-73,5,0,0,186468,686787,16235227,2171529,10924,0,709220,20000155,8528
mac_5ghz_clean_se_c1_l22x1_udp_dl_samsung_100M,9049,3125,30620,30445,3340,10.9079033311561,34.5342026743287,90.0773566139905,1881.29962422635,3.38379931484142,3.36446016134379,1,1,c1,Empty,l22,874.642784226795,udp,dl,samsung,25.9839741630499,3,3,1.87845991626285,75448306,3,3,49077,0,49077,20.1195482666667,-83,-83,-83,0,3,49522,223680,44116,5406,4684,59.2,16.5,0.697ms,267834,223527,15.7866666666667,10.8744191660129,83.4667353267136,-78.8005464480874,-77,0.690606617571425,-85,9,0,0,189725,2359294,14098868,1769133,11028,1452,1570607,20000107,4226
mac_5ghz_clean_se_c1_l22x1_udp_ul_samsung_100M,4122,286,15548,4138,830,5.33830717777206,6.9383794274624,194.632217370209,4070.67734109656,3.77195536147501,1.00388161086851,4,1,c1,Empty,l22,874.642784226795,udp,ul,samsung,21.9077729043147,4,4,1.37356517411642,68887981,2,2,23107,22803,304,18.3701282666667,-83,-83,-83,0,3,46044,776,42837,3207,2930,59.4,16.6,1.348ms,44468,0,15.84,6.72679601468275,1.71514454955353,-78.8005464480874,-77,0.690606617571425,-85,9,0,0,157104,819271,15977070,977183,14024,3360,2052259,20000271,1414
mac_5ghz_clean_se_c1_l22x2_udp_dl_samsung_100M,9137,3205,31072,30883,3449,11.1000257466529,35.0771588048594,89.529167122688,1863.58439141856,3.40067855970231,3.3799934332932,1,1,c1,Empty,l22,874.642784226795,udp,dl,samsung,26.0639178009074,4,4,1.6995944419867,74625174,3,3,48711,0,48711,19.9000464,-83,-83,-83,0,3,48969,224686,43124,5845,5044,59.2,16.5,0.697ms,267834,223527,15.7866666666667,11.6545701068751,83.5285676578944,-78.8005464480874,-77,0.690606617571425,-85,9,0,0,187340,2386350,14010416,1822931,8988,928,1583058,20000011,4214
mac_5ghz_clean_se_c1_l22x3_udp_dl_samsung_100M,7330,3074,28517,28336,3377,11.8420591226286,41.93724420191,95.7555252387449,2319.9306957708,3.89045020463847,3.86575716234652,1,1,c1,Empty,l22,874.642784226795,udp,dl,samsung,26.0932648743184,5,4,1.75009757763124,70674649,3,3,46029,1,46028,18.8465730666667,-83,-83,-83,0,3,46368,227132,40601,5767,4952,59.2,16.5,0.697ms,267834,223527,15.7866666666667,11.516954906738,83.676995568065,-78.8005464480874,-77,0.690606617571425,-85,9,0,0,186713,2298024,12761932,1767319,10800,5384,2970231,20000403,2373
mac_5ghz_clean_se_c1_l22x3_udp_ul_samsung_100M,3937,343,14914,3959,1073,7.19458227169103,8.71221742443485,213.591313182626,4061.81965963932,3.78816357632715,1.00558801117602,4,1,c1,Empty,l22,874.642784226795,udp,ul,samsung,22.0336737712625,6,6,1.77483344052527,69705953,2,2,23398,22811,587,18.5882541333333,-83,-83,-83,0,3,46591,1302,43529,3062,2634,59.4,16.6,1.348ms,44468,0,15.84,6.44224700189354,2.84465807297356,-78.8005464480874,-77,0.690606617571425,-85,9,0,0,187584,783995,14909944,1256439,11324,14395,2836506,20000187,3354
mac_5ghz_clean_se_c1_l23x1_udp_dl_samsung_100M,3831,889,23488,23488,956,4.07016348773842,23.2054293918037,72.2735578178021,4352.58120104439,6.13103628295484,6.13103628295484,1,1,c1,Empty,l23x1,960.468635614927,udp,dl,samsung,6.77748441277516,3,3,1.35237253749121,23954232,0,0,15718,0,15718,6.3877952,-84.5333333333333,-84,-85,0.507416263404925,3,15718,253054,1042,1042,948,19.7,5.52,0.940ms,267833,253053,5.25333333333333,6.58576665402604,94.4816565484591,-80.5191256830601,-76,0.938820423370303,-86,11,147,2,187712,1864229,15837375,636534,9752,968,1463616,20000186,1564
mac_5ghz_clean_se_c1_l23x1_udp_dl_samsung_100M,3831,889,23488,23488,956,4.07016348773842,23.2054293918037,72.2735578178021,4352.58120104439,6.13103628295484,6.13103628295484,1,1,c1,Empty,l23,960.468635614927,udp,dl,samsung,39.0997240436467,2,2,1.1342399450631,118179858,4,4,39499,0,39499,31.5146288,-84.5333333333333,-84,-85,0.507416263404925,3,78996,191965,75842,3154,2990,101,28.3,0.409ms,267837,191901,26.9333333333333,3.98786192944747,71.6552009884248,-80.5191256830601,-76,0.938820423370303,-86,11,147,2,187712,1864229,15837375,636534,9752,968,1463616,20000186,1564
mac_5ghz_clean_se_c1_l23x1_udp_ul_samsung_100M,3980,1506,21274,4006,3628,17.053680549027,37.8391959798995,181.584170854271,4453.05477386935,5.34522613065327,1.00653266331658,6,1,c1,Empty,l23x1,960.468635614927,udp,ul,samsung,19.6912819569616,2,2,1.09854422911624,64862632,2,2,21748,0,21748,17.2967018666667,-84.5333333333333,-84,-85,0.507416263404925,3,43347,200,2663,2663,2463,55.2,15.4,1.139ms,41364,0,14.72,6.04856111022782,0.48118564142046,-80.5191256830601,-76,0.938820423370303,-86,11,147,2,176918,682282,14839545,3063651,12084,78776,1146907,20000163,14434
mac_5ghz_clean_se_c1_l23x1_udp_ul_samsung_100M,3980,1506,21274,4006,3628,17.053680549027,37.8391959798995,181.584170854271,4453.05477386935,5.34522613065327,1.00653266331658,6,1,c1,Empty,l23,960.468635614927,udp,ul,samsung,28.7313663346096,7,6,3.61948900652095,92000648,3,3,30818,26445,4373,24.5335061333333,-84.5333333333333,-84,-85,0.507416263404925,3,61495,516,49977,11518,9649,68.6,19.2,1.485ms,51350,0,18.2933333333333,18.3209263854425,0.994871399375313,-80.5191256830601,-76,0.938820423370303,-86,11,147,2,176918,682282,14839545,3063651,12084,78776,1146907,20000163,14434
mac_5ghz_clean_se_c1_l23x2_udp_dl_samsung_100M,3881,910,24074,24074,965,4.0084738722273,23.4475650605514,72.8562226230353,4387.37516104097,6.20304045349137,6.20304045349137,1,1,c1,Empty,l23x2,960.468635614927,udp,dl,samsung,6.63605845181675,2,2,0.9305509299601,23152608,0,0,15192,0,15192,6.1740288,-84.5333333333333,-84,-85,0.507416263404925,3,15192,253358,833,833,753,19.4,5.41,0.886ms,267842,253339,5.17333333333333,5.43166405842462,94.5856246336719,-80.5191256830601,-76,0.938820423370303,-86,11,147,2,189194,1919033,16313901,643968,11032,0,922874,20000002,4128
mac_5ghz_clean_se_c1_l23x2_udp_dl_samsung_100M,3881,910,24074,24074,965,4.0084738722273,23.4475650605514,72.8562226230353,4387.37516104097,6.20304045349137,6.20304045349137,1,1,c1,Empty,l23,960.468635614927,udp,dl,samsung,39.0984597337686,2,2,1.12708234580843,117327834,4,4,39214,0,39214,31.2874224,-84.5333333333333,-84,-85,0.507416263404925,3,78427,192343,75443,2984,2798,101,28.3,0.409ms,267837,191901,26.9333333333333,3.78104409528637,71.6951382702336,-80.5191256830601,-76,0.938820423370303,-86,11,147,2,189194,1919033,16313901,643968,11032,0,922874,20000002,4128
mac_5ghz_clean_se_c1_l23x2_udp_ul_samsung_100M,3930,1473,21863,3941,3113,14.2386680693409,37.4809160305344,181.873282442748,4544.22366412214,5.56310432569975,1.0027989821883,6,1,c1,Empty,l23x2,960.468635614927,udp,ul,samsung,19.687928120274,2,2,1.08915956987531,67087601,2,2,22482,0,22482,17.8900269333333,-84.5333333333333,-84,-85,0.507416263404925,3,44830,148,2379,2379,2185,57,15.9,1.223ms,42702,0,15.2,5.27716776469022,0.34539089848308,-80.5191256830601,-76,0.938820423370303,-86,11,147,2,174935,674400,15453159,2584057,10404,75900,1027301,20000156,4170
mac_5ghz_clean_se_c1_l23x2_udp_ul_samsung_100M,3930,1473,21863,3941,3113,14.2386680693409,37.4809160305344,181.873282442748,4544.22366412214,5.56310432569975,1.0027989821883,6,1,c1,Empty,l23,960.468635614927,udp,ul,samsung,28.8896586291824,6,6,2.79529323272876,99260469,3,3,33294,32688,606,26.4694584,-84.5333333333333,-84,-85,0.507416263404925,3,66346,600,56870,9476,8248,68.6,19.2,1.485ms,51350,0,18.2933333333333,15.57886430145,1.15495668912416,-80.5191256830601,-76,0.938820423370303,-86,11,147,2,174935,674400,15453159,2584057,10404,75900,1027301,20000156,4170
mac_5ghz_clean_se_c1_l23x3_udp_dl_samsung_100M,3671,1008,22465,22465,1068,4.75406187402626,27.4584581857804,75.150640152547,4421.937346772,6.1195859438845,6.1195859438845,1,1,c1,Empty,l23x3,960.468635614927,udp,dl,samsung,7.01214626391097,3,2,1.76499787703902,23964900,0,0,15725,0,15725,6.39064,-84.5333333333333,-84,-85,0.507416263404925,3,15725,252980,1098,1098,1008,19.7,5.51,1.331ms,267762,252990,5.25333333333333,6.9187145557656,94.4829543756909,-80.5191256830601,-76,0.938820423370303,-86,11,147,2,187583,1786677,14888098,741834,9568,0,2386420,20000180,4203
mac_5ghz_clean_se_c1_l23x3_udp_dl_samsung_100M,3671,1008,22465,22465,1068,4.75406187402626,27.4584581857804,75.150640152547,4421.937346772,6.1195859438845,6.1195859438845,1,1,c1,Empty,l23,960.468635614927,udp,dl,samsung,39.1028906884713,2,1,1.15196668113012,114163501,4,4,38157,0,38157,30.4436002666667,-84.5333333333333,-84,-85,0.507416263404925,3,76311,194853,72784,3527,3371,101,28.3,0.409ms,267837,191901,26.9333333333333,4.4385437247524,71.9575019664758,-80.5191256830601,-76,0.938820423370303,-86,11,147,2,187583,1786677,14888098,741834,9568,0,2386420,20000180,4203
mac_5ghz_clean_se_c1_l23x3_udp_ul_samsung_100M,3580,1449,20120,3589,3206,15.934393638171,40.4748603351955,212.33407821229,4564.35530726257,5.62011173184358,1.00251396648045,6,1,c1,Empty,l23x3,960.468635614927,udp,ul,samsung,19.684641445511,2,2,1.07987387363983,68611754,2,2,23023,0,23023,18.2964677333333,-84.5333333333333,-84,-85,0.507416263404925,3,45849,200,1922,1922,1738,58.5,16.4,0.863ms,43844,0,15.6,4.19962417515186,0.454091363182272,-80.5191256830601,-76,0.938820423370303,-86,11,147,2,174672,619446,13713662,2804167,10600,74400,2603376,20000323,12347
mac_5ghz_clean_se_c1_l23x3_udp_ul_samsung_100M,3580,1449,20120,3589,3206,15.934393638171,40.4748603351955,212.33407821229,4564.35530726257,5.62011173184358,1.00251396648045,6,1,c1,Empty,l23,960.468635614927,udp,ul,samsung,29.139653006843,6,5,2.39671198230097,94522681,3,3,31711,31221,490,25.2060482666667,-84.5333333333333,-84,-85,0.507416263404925,3,63179,768,52614,10565,9193,68.6,19.2,1.485ms,51350,0,18.2933333333333,17.063716385367,1.473579185694,-80.5191256830601,-76,0.938820423370303,-86,11,147,2,174672,619446,13713662,2804167,10600,74400,2603376,20000323,12347
mac_5ghz_clean_h11d_l1x1_udp_dl_samsung_100M,3669,1413,116031,29035,3174,2.7354758642087,38.5118560915781,80.4606159716544,5115.58762605615,31.6246933769419,7.91360043608613,48,12,h11d,Empty,l1x1,55.0272659687904,udp,dl,samsung,86.6628113553968,2,3,0.18353963102565,269591028,8,8,176897,176769,128,71.8909408,-53.4333333333333,-53,-54,0.504006932993731,2,176897,95928,171916,4981,4768,35.7,9.99,0.476ms,267833,241080,9.52,15.6960988214533,78.1930372266284,-55.4604137246354,-55,0.500222342227424,-56,2,0,0,181536,2029363,16557985,509933,168,0,721043,20000028,16468
mac_5ghz_clean_h11d_l1x1_udp_ul_samsung_100M,3859,93,44935,3877,344,0.76555023923445,2.40995076444675,112.30085514382,4734.71391552216,11.6442083441306,1.00466442083441,13,1,h11d,Empty,l1x1,55.0272659687904,udp,ul,samsung,86.6667,1,1,0,302269604,8,8,68388,68388,0,80.6052277333333,-53.4333333333333,-53,-54,0.504006932993731,2,204026,1820,202628,1398,1395,273,76.2,0.270ms,204179,18,72.8,0.680096711892936,0.883576640563935,-55.4604137246354,-55,0.500222342227424,-56,2,0,0,181536,660816,18313709,146508,2716,0,694761,20000046,3370
mac_5ghz_clean_h11d_l1x2_udp_dl_samsung_100M,3657,1412,115989,29020,3286,2.83302726982731,38.6108832376265,81.3264971287941,5133.63648796499,31.7169811320755,7.93546622914958,48,12,h11d,Empty,l1x2,55.0272659687904,udp,dl,samsung,86.6618811365539,2,2,0.204305339967636,269589504,8,8,176896,176732,164,71.8905344,-53.4333333333333,-53,-54,0.504006932993731,2,176896,95874,171975,4921,4716,35.7,9.99,0.793ms,267848,241085,9.52,15.5314985481631,78.1770591257125,-55.4604137246354,-55,0.500222342227424,-56,2,0,0,181536,2032120,16538858,526232,0,0,721314,20000060,12378
mac_5ghz_clean_h11d_l1x2_udp_ul_samsung_100M,12975,28,23888,12985,42,0.17582049564635,0.215799614643545,754.509518304432,529.225818882466,1.84107899807322,1.00077071290944,1,1,h11d,Empty,l1x2,55.0272659687904,udp,ul,samsung,86.6667,1,1,0,92968267,8,8,34716,34716,0,24.7915378666667,-53.4333333333333,-53,-54,0.504006932993731,2,62154,472,62027,127,127,83.4,23.3,0.394ms,62495,8,22.24,0.202830038010668,0.749694245461332,-55.4604137246354,-55,0.500222342227424,-56,2,0,0,181164,2224765,7628170,15706,2552,0,9947009,19999366,2140
mac_5ghz_clean_h11d_l1x3_udp_dl_samsung_100M,3596,1381,116138,29043,2884,2.48325268215399,38.4037819799777,80.1006674082314,5226.86318131257,32.2964404894327,8.07647385984427,48,12,h11d,Empty,l1x3,55.0272659687904,udp,dl,samsung,86.6634031490353,2,2,0.169003310019034,269856204,8,8,177071,176951,120,71.9616544,-53.4333333333333,-53,-54,0.504006932993731,2,177071,95286,172563,4508,4321,35.7,9.99,0.713ms,267843,241081,9.52,14.4163735209466,78.0725616151023,-55.4604137246354,-55,0.500222342227424,-56,2,0,0,181164,2022145,16613939,469983,1016,0,711769,20000016,71
mac_5ghz_clean_h11d_l1x3_udp_ul_samsung_100M,17001,26,17048,17010,26,0.152510558423275,0.152932180459973,794.95929651197,170.975058823529,1.00276454326216,1.00052938062467,1,1,h11d,Empty,l1x3,55.0272659687904,udp,ul,samsung,86.6667,1,1,0,39447216,8,8,25884,25884,0,10.5192576,-53.4333333333333,-53,-54,0.504006932993731,2,25884,60,25850,34,34,34.6,9.66,0.191ms,25883,0,9.22666666666667,0.131188023305166,0.231276259491963,-55.4604137246354,-55,0.500222342227424,-56,2,0,0,181164,2902451,2944231,4288,3052,0,13964753,19999939,97
mac_5ghz_clean_h11d_l1x4_udp_ul_samsung_100M,26082,27,30370,26096,28,0.0921962462956865,0.10351966873706,359.493827160494,193.603289625029,1.16440457020167,1.00053676865271,1,1,h11d,Empty,l1x4,55.0272659687904,udp,ul,samsung,86.6667,1,1,0,66198608,8,8,40883,40883,0,17.6529621333333,-53.4333333333333,-53,-54,0.504006932993731,2,43549,139,43508,41,41,58.1,16.3,0.173ms,43606,70,15.4933333333333,0.0940863299446956,0.318259874069834,-55.4604137246354,-55,0.500222342227424,-56,2,0,0,181164,4452048,5612863,5192,1700,0,9746364,19999331,35
mac_5ghz_clean_h11d_l1x6_udp_ul_samsung_100M,16933,15,16992,16937,15,0.0882768361581921,0.0885844209531684,795.249689954527,171.013642000827,1.00348432055749,1.00023622512254,1,1,h11d,Empty,l1x6,55.0272659687904,udp,ul,samsung,86.6667,1,1,1.42111303945082E-14,39329868,8,8,25807,25807,0,10.4879648,-53.4333333333333,-53,-54,0.504006932993731,2,25807,43,25791,16,16,34.4,9.63,0.285ms,25794,0,9.17333333333333,0.0619914761720263,0.166427990865813,-55.4604137246354,-55,0.500222342227424,-56,2,0,0,181536,2887021,2935139,2246,2376,0,13991134,19999452,1280
mac_5ghz_clean_h11d_l2x1_udp_dl_samsung_100M,3901,268,86858,28925,862,0.992424416864307,6.87003332478852,69.7262240451166,4373.48782363497,22.2655729300179,7.41476544475775,3,1,h11d,Empty,l2x1,226.415547169358,udp,dl,samsung,72.1836149001878,4,3,0.725593071571716,223520508,7,7,146667,145037,1630,59.6054688,-68,-68,-68,0,2,146667,122631,145214,1453,1444,35.8,10,0.509ms,267847,241065,9.54666666666666,5.14609527182575,82.0751875673469,-60.8091577309815,-60,0.378935522155795,-61,2,0,0,180792,2122020,16854822,178181,340,0,663937,20000092,63
mac_5ghz_clean_h11d_l2x1_udp_ul_samsung_100M,17464,376,51306,17566,1130,2.2024714458348,2.1530004580852,97.6034127347687,828.057546953733,2.93781493357765,1.00584058634906,3,1,h11d,Empty,l2x1,226.415547169358,udp,ul,samsung,43.4183803793098,4,5,1.70924789002489,97378684,4,4,62078,60418,1660,25.9676490666667,-68,-68,-68,0,2,63964,164,62390,1574,1257,83.4,23.3,0.289ms,62561,76,22.24,2.45710985185532,0.261775926191958,-60.8091577309815,-60,0.378935522155795,-61,2,0,0,187584,2977849,14577004,356527,9904,0,1891411,20000279,5803
mac_5ghz_clean_h11d_l2x2_udp_dl_samsung_100M,3885,270,86746,28871,863,0.994858552555737,6.94980694980695,70.2316602316602,4388.40731204943,22.3284427284427,7.43140283140283,3,1,h11d,Empty,l2x2,226.415547169358,udp,dl,samsung,72.1841277892217,3,3,0.720209528445037,223525080,7,7,146670,145036,1634,59.606688,-68,-68,-68,0,2,146670,122665,145183,1487,1487,35.8,10,0.648ms,267830,241035,9.54666666666666,5.25776112014709,82.0721263214238,-60.8091577309815,-60,0.378935522155795,-61,2,0,0,181164,2118622,16852794,180020,0,0,667488,20000088,9132
mac_5ghz_clean_h11d_l2x2_udp_ul_samsung_100M,17108,199,17241,17121,201,1.16582564816426,1.16319850362404,648.581248538695,307.455661425148,1.00777414075286,1.00075987841945,1,1,h11d,Empty,l2x2,226.415547169358,udp,ul,samsung,43.3378118290064,4,5,0.973302585582338,39918816,4,4,26179,25824,355,10.6450176,-68,-68,-68,0,2,26194,14,25896,298,283,34.6,9.66,0.217ms,25886,0,9.22666666666667,1.13809960281088,0.054054054054054,-60.8091577309815,-60,0.378935522155795,-61,2,0,0,188088,2918331,5284458,58063,11632,0,11539062,19999634,973
mac_5ghz_clean_h11d_l2x3_udp_dl_samsung_100M,3924,314,87290,29047,969,1.11009279413449,8.00203873598369,70.1501019367992,4368.32882997706,22.2451580020387,7.40239551478084,3,1,h11d,Empty,l2x3,226.415547169358,udp,dl,samsung,72.2216254286612,2,2,0.0887924980716979,223595184,7,7,146716,145491,1225,59.6253824,-68,-68,-68,0,2,146716,122845,144999,1717,1708,35.8,10,0.767ms,267843,241051,9.54666666666666,6.0226595110316,82.0953373831339,-60.8091577309815,-60,0.378935522155795,-61,2,0,0,181907,2122734,16828653,200579,0,0,666214,20000087,60
mac_5ghz_clean_h11d_l2x3_udp_ul_samsung_100M,15509,435,16176,15529,579,3.57937685459941,2.80482300599652,637.836611000065,319.263073054356,1.04300728609195,1.00128957379586,1,1,h11d,Empty,l2x3,226.415547169358,udp,ul,samsung,43.3149326784331,5,5,1.97066307905776,40567227,4,4,25864,24312,1552,10.8179272,-68,-68,-68,0,2,26647,17,25780,867,680,34.5,9.66,0.238ms,25863,0,9.2,3.24354657687991,0.0656877897990726,-60.8091577309815,-60,0.378935522155795,-61,2,0,0,187212,2638148,5189886,205056,11324,0,11767704,19999330,6538
mac_5ghz_clean_h11d_l2x4_udp_dl_samsung_100M,3889,281,87031,28966,874,1.00423986855258,7.22550784263307,68.9046027256364,4396.24151234568,22.3787606068398,7.44818719465158,3,1,h11d,Empty,l2x4,226.415547169358,udp,dl,samsung,72.2214817120244,3,3,0.0976194012841279,223737690,7,7,146810,145568,1242,59.663384,-68,-68,-68,0,2,146805,122562,145285,1520,1506,35.8,10,0.756ms,267837,241036,9.54666666666666,5.36704212421878,82.056466460904,-60.8091577309815,-60,0.378935522155795,-61,2,0,0,181536,2120332,16846542,185626,0,0,666060,20000096,4189
mac_5ghz_clean_h11d_l2x4_udp_ul_samsung_100M,15375,171,15752,15383,199,1.26333164042661,1.11219512195122,652.992845528455,314.706081300813,1.02452032520325,1.00052032520325,1,1,h11d,Empty,l2x4,226.415547169358,udp,ul,samsung,43.3549758612344,4,3,0.95317325411667,39950528,4,4,25487,25288,199,10.6534741333333,-68,-68,-68,0,2,26242,11,25806,436,404,34.5,9.66,0.407ms,25876,0,9.2,1.65703861356035,0.0424923706879901,-60.8091577309815,-60,0.378935522155795,-61,2,0,0,187716,2632380,5203630,91764,12376,432,11871218,19999516,1799
mac_5ghz_clean_h11d_l2x5_udp_dl_samsung_100M,3865,258,86876,28905,820,0.943874027349325,6.67529107373868,69.8033635187581,4417.9360931436,22.4776196636481,7.47865459249677,3,1,h11d,Empty,l2x5,226.415547169358,udp,dl,samsung,72.1627784990988,3,2,0.89958587090681,223522830,7,7,146670,144816,1854,59.606088,-68,-68,-68,0,2,146655,122686,145157,1498,1482,35.8,10,0.890ms,267845,241047,9.54666666666666,5.29403449250778,82.0729977790265,-60.8091577309815,-60,0.378935522155795,-61,2,0,0,181901,2115999,16862687,175882,112,0,663538,20000119,2133
mac_5ghz_clean_h11d_l2x6_udp_dl_samsung_100M,3896,269,86995,28939,863,0.992011035116961,6.90451745379877,70.2720739219713,4382.95354209446,22.3293121149897,7.42787474332649,3,1,h11d,Empty,l2x6,226.415547169358,udp,dl,samsung,72.1886690805629,4,4,0.676383501400422,223698816,7,7,146784,145165,1619,59.6530176,-68,-68,-68,0,2,146784,122598,145249,1535,1499,35.8,10,0.748ms,267836,241043,9.54666666666666,5.41866704320813,82.0651846496777,-60.8091577309815,-60,0.378935522155795,-61,2,0,0,181533,2118660,16853054,183565,0,0,663293,20000105,63
mac_5ghz_clean_h11d_l2x6_udp_ul_samsung_100M,17081,209,17195,17090,209,1.21546961325967,1.22358175750834,648.533575317604,307.518529360108,1.00667408231368,1.00052690123529,1,1,h11d,Empty,l2x6,226.415547169358,udp,ul,samsung,43.3425692647807,4,3,0.659964142044202,39845382,4,4,26130,26026,104,10.6254352,-68,-68,-68,0,2,26141,19,25844,297,294,34.5,9.65,0.282ms,25840,0,9.2,1.13632015916134,0.0734753857457751,-60.8091577309815,-60,0.378935522155795,-61,2,0,0,188088,2917147,5276343,61805,10956,0,11545054,19999393,3018
mac_5ghz_clean_h11d_l3x1_udp_dl_samsung_100M,12933,1086,23080,23080,1099,4.76169844020797,8.39712363720714,81.2392329699219,1256.16740122168,1.78458207685765,1.78458207685765,1,1,h11d,Empty,l3x1,497.169991049339,udp,dl,samsung,39.003175475558,2,1,0.203155996207778,109736959,4,4,36676,0,36676,29.2631890666667,-79.6,-79,-80,0.49827287912244,3,73352,198360,69144,4208,3984,96.2,26.9,0.316ms,267846,195765,25.6533333333333,5.51586729410531,73.3468667842524,-81.8694005016223,-80,0.502744375156868,-83,4,0,0,186618,973055,14244349,776074,11121,352,3808757,20000326,5047
mac_5ghz_clean_h11d_l3x1_udp_ul_samsung_100M,3945,383,15047,3950,1077,7.1575729381272,9.7084917617237,218.55082382763,4141.50747782003,3.81419518377693,1.00126742712294,4,1,h11d,Empty,l3x1,497.169991049339,udp,ul,samsung,21.7037794727559,5,5,1.06410748224468,71115353,2,2,23872,23419,453,18.9640941333333,-79.6,-79,-80,0.49827287912244,3,47533,198,43854,3679,3169,59.6,16.7,0.984ms,44611,0,15.8933333333333,7.61855456616277,0.441875516079359,-81.8694005016223,-80,0.502744375156868,-83,4,0,0,187212,775875,15190849,1318138,11344,44,2517438,20000900,2048
mac_5ghz_clean_h11d_l3x2_udp_dl_samsung_100M,15283,1432,24885,24885,1442,5.79465541490858,9.36988811097298,83.72911077668,1115.43885362821,1.62827978799974,1.62827978799974,1,1,h11d,Empty,l3x2,497.169991049339,udp,dl,samsung,39.0064360418343,2,2,0.289188016563703,108707552,4,4,36332,0,36332,28.9886805333333,-79.6,-79,-80,0.49827287912244,3,72663,199108,68359,4304,4094,95.8,26.8,0.342ms,267835,196088,25.5466666666667,5.65936016620426,73.5109191264699,-81.8694005016223,-80,0.502744375156868,-83,4,0,0,185112,976022,15169660,971597,8584,0,2689011,19999986,3622
mac_5ghz_clean_h11d_l3x2_udp_ul_samsung_100M,4322,379,16373,4326,975,5.9549257924632,8.76908838500694,180.602036094401,4121.22744099954,3.78829245719574,1.00092549745488,4,1,h11d,Empty,l3x2,497.169991049339,udp,ul,samsung,21.6676300704128,5,6,0.82964065230691,73284285,2,2,24617,24224,393,19.542476,-79.6,-79,-80,0.49827287912244,3,48982,251,45691,3291,2858,61.3,17.1,0.813ms,45936,0,16.3466666666667,6.68535559753794,0.543442960140299,-81.8694005016223,-80,0.502744375156868,-83,4,0,0,187584,838137,16888982,1107257,11100,44,967644,20000748,3816
mac_5ghz_clean_h11d_l3x3_udp_dl_samsung_100M,14899,1088,24931,24931,1096,4.39613332798524,7.30250352372642,82.7370964494261,1144.10202711773,1.67333378079066,1.67333378079066,1,1,h11d,Empty,l3x3,497.169991049339,udp,dl,samsung,39.0048156380008,2,1,0.25016372020257,115006576,4,4,38438,0,38438,30.6684202666667,-79.6,-79,-80,0.49827287912244,3,76875,194285,73381,3494,3374,103,28.8,0.416ms,267845,190840,27.4666666666667,4.34042658915018,71.6152456780567,-81.8694005016223,-80,0.502744375156868,-83,4,0,0,186839,973141,15482321,741701,8927,220,2607441,20000590,2419
